"nct_id","brief_title","condition","intervention_type","intervention"
"NCT00402103","An Assessment of Long Term Safety of the Combination of Aliskiren / Amlodipine in Patients With High Blood Pressure","Hypertension","Drug","Amlodipine"
"NCT00994279","Yoga or Educational Wellness Class for Women With Stage I, Stage II, or Stage III Breast Cancer Undergoing Chemotherapy","Depression","Behavioral","Yoga"
"NCT01350349","Home-delivered Intervention for Depressed, Cognitively Impaired Elders","Depression","Behavioral","Problem Adaptation Therapy (PATH)"
"NCT04850937","Effect of Low-dose Esketamine on Postoperative Depression in Patients With Breast Cancer","Depression","Drug","Esketamine"
"NCT03553095","Comparing Inflammatory Markers in Patients With and Without Depression With Chronic Periodontitis","Depression","Procedure","Periodontal Surgery"
"NCT01257334","Patients With Type 2 Diabetes Mellitus With Insufficient Glycaemic Control Despite Treatment With Metformin Alone or Metformin in Combination With a Sulfonylurea","Type 2 Diabetes","Drug","BI 10773"
"NCT00263276","A Trial of BMS-512148 in Patients With Type 2 Diabetes Mellitus","Type 2 Diabetes","Drug","placebo"
"NCT03828955","Evaluation of Soybean Peptides Product on Regulation of Blood Pressure Effect in Humans","Hypertension","Dietary Supplement","Soybean peptides"
"NCT00786019","Influence of Endothelial Function on Central and Peripheral Causes Of Exercise Impairment in Type 2 Diabetes","Type 2 Diabetes","Drug","Ascorbic Acid (Vitamin C)"
"NCT00048815","Drug Therapy to Treat Minor Depression","Depression","Drug","Placebos"
"NCT00294710","A Clinical Study to Compare Long-term Efficacy and Safety of an Aliskiren Based Regimen to a Hydrochlorothiazide Based Treatment Regimen With Optional Addition of Amlodipine","Hypertension","Drug","Aliskiren"
"NCT01030081","Amlodipine Prevents Morning Blood Pressure Surge Study","Hypertension","Drug","Nifedipine GITS (Adalat® XL 30"
"NCT02374567","Pharmacovigilance in Gerontopsychiatric Patients","Depression","Drug","Perazine"
"NCT05180136","Efficacy of Rice Bran Extract in Mildly to Moderately Depressed Patients","Depression","Dietary Supplement","Rice bran extract group"
"NCT00407680","Intensive Medical Treatment for Nephropathy Caused by Type 2 Diabetes With Hypertension","Hypertension","Drug","Intensive therapy Valsartan,Fluvastatin"
"NCT01813708","Intensive Life-Style Intervention in Type 2 Diabetes Patients","Type 2 Diabetes","Behavioral","Collaborative Education"
"NCT05460364","A Study to Evaluate the Pharmacokinetic Interaction and Safety Between BR1018-1 and BR1018-2 in Healthy Adult Subjects","Hypertension","Drug","BR1018-2"
"NCT04694807","Cognitive Behavioural Therapy for Complicated Grief Reactions in Old Age","Depression","Behavioral","Individually delivered Cognitive Behavioural Therapy for Complicated Grief Reactions"
"NCT02496910","PK Study of YH22162 FDC Compared to Combination of Twynsta and Hygroton","Hypertension","Drug","Chlorthalidone 25mg"
"NCT01681862","Insights for Community Health","Hypertension","Behavioral","Personal Health Record"
"NCT02316054","Evaluation of Myocardial Perfusion Heterogeneity Imaging in Diabetes Patients (EVADIAB)","Type 2 Diabetes","Device","MPHI"
"NCT00178048","Paroxetine in the Treatment of Chronic Primary Insomnia","Depression","Drug","paroxetine"
"NCT00991380","Healthy Eating & Active Living for Diabetes in Primary Care Networks","Type 2 Diabetes","Behavioral","Usual Care"
"NCT03056963","Guided Imagery Training and Self-Referential Processing","Depression","Behavioral","Positive Self-Reference Training"
"NCT04536480","Impact of Meal Timing on Glycemic Profiles in Adolescents With Type 2 Diabetes","Type 2 Diabetes","Behavioral","Control"
"NCT04982705","IDG-16177 for the Evaluation of Its Safety and Pharmacokinetics","Type 2 Diabetes","Drug","[Part 1.1] IDG-16177"
"NCT04913766","REstoring Mental Health After SARS-CoV-2 Through commUnity-based Psychological Services in New York City","Depression","Behavioral","Services as Usual"
"NCT02475070","Vildagliptin Versus Dapagliflozin on Glucagon","Type 2 Diabetes","Drug","Dapagliflozin"
"NCT00742365","Predicting Effectiveness of Light Treatment for Winter Seasonal Affective Disorder","Depression","Device","Bright light"
"NCT01435980","Study of Comparison the Treatment Effect Between Gastric Bypass and Exenatide in Type 2 Diabetes","Type 2 Diabetes","Drug","Exenatide"
"NCT04466904","Multiple-dose Tolerability and Pharmacokinetic of IBI362 in Chinese Patients With T2DM","Type 2 Diabetes","Drug","Dulaglutide"
"NCT02099968","Comprehensive Lifestyle Modification for Patients With Hypertension and Metabolic Syndrome: a Multicenter Randomized Controlled Trial","Hypertension","Behavioral","Standard Lifestyle Modification / modified DASH"
"NCT00993109","Low-dose Nifedipine-Valsartan Combination Compared to Up-titrated Valsartan Monotherapy in Essential Hypertension","Hypertension","Drug","Diovan (Valsartan)"
"NCT00185120","Treatment of High Blood Pressure Using Olmesartan With Hydrochlorothiazide Compared to an ACE Inhibitor With a Calcium Channel Blocker","Hypertension","Drug","Hydroclorothiazide"
"NCT00360763","Study of Optimal Treatment Plan in Hypertensives With Anti-AT1-Receptor Autoantibody","Hypertension","Drug","candesartan cilexetil"
"NCT03378570","rTMS for MDD: 5.5cm Rule vs. F3 Targeting","Depression","Device","Repetitive transcranial magnetic stimulation"
"NCT00000516","Studies of Left Ventricular Dysfunction (SOLVD)","Hypertension","Drug","enalapril"
"NCT00818935","Low-Intermediate-Glycemic Index Caribbean Foods Versus High Glycemic Index Foods in Type 2 Diabetes","Type 2 Diabetes","Dietary Supplement","Low-Intermediate-Glycemic Index diets"
"NCT01380613","Neighborhoods, Networks, Depression, and HIV Risk","Depression","Behavioral","Workshop"
"NCT01944449","Effects of Whey Protein in Type 2 Diabetics","Type 2 Diabetes","Dietary Supplement","Other Protein Sources at breakfast"
"NCT00012740","A Casefinding and Referral System for Older Veterans Within Primary Care","Depression","Behavioral","Casefinding and Referral System"
"NCT00523029","Developing a Self-Management Program for People With Depression and Chronic Medical Illness","Depression","Behavioral","Chronic Disease Self-Management Program"
"NCT00092911","Study Evaluating DVS-233 SR in Adult Outpatients With Major Depressive Disorder","Depression","Drug","DVS-233 SR"
"NCT02578485","Single Session of Active Video Game Promotes Post Exercise Hypotension in Middle-aged Hypertensive","Hypertension","Device","SVideogame"
"NCT00219193","A Clinical Study to Evaluate the Safety and Efficacy of the Combination of Aliskiren and Valsartan in Hypertensive Non Responders Patients","Hypertension","Drug","aliskiren"
"NCT00102141","Effect of Angeliq on Blood Pressure (BP) in Postmenopausal Hypertensive Women","Hypertension","Drug","Placebo"
"NCT00606203","Dose Milnacipran Prevent Depressive Symptoms in Patients With Acute Stroke?","Depression","Drug","milnacipran"
"NCT02497170","Implementation of A Patient Centered Self-Management Program for Patients With Type 2 Diabetes","Type 2 Diabetes","Behavioral","Education of goal setting and achievement"
"NCT02335125","A Policy Relevant US Trauma Care System Pragmatic Trial for PTSD and Comorbidity Pilot","Depression","Behavioral","Motivational Interviewing"
"NCT01417845","The Effect of Exercise Training Intensity in Patients With Type 2 Diabetes","Type 2 Diabetes","Behavioral","High Intensity Exercise Training"
"NCT01542775","Effects of Exercise on sRAGE Levels and Cardiometabolic Risk Factors","Type 2 Diabetes","Behavioral","Control Group"
"NCT00006204","Drug Treatment for Depressed Alcoholics (Naltrexone/Fluoxetine)","Depression","Drug","fluoxetine (Prozac)"
"NCT03164642","Using the LENA System in Early Intervention","Depression","Behavioral","LENA no feedback"
"NCT02815722","The Drug-drug Interaction of SP2086 and Simvastatin","Type 2 Diabetes","Drug","SP2086"
"NCT04208620","Safety and Tolerability Study of Cotadutide in Japanese Obese Subjects With Type 2 Diabetes Melitus","Type 2 Diabetes","Drug","Cotadutide"
"NCT02249494","Mobile Application to Improve Nutritional Counseling Provided by Primary Care Physicians for Hypertension.","Hypertension","Device","smartphone (mobile app)"
"NCT03147092","Matão Controlling Hypertension (MatCH Study): Rationale and Design","Hypertension","Drug","Clonidine"
"NCT03896659","Exploring the Effects of Corticosteroids on the Human Hippocampus","Depression","Drug","Placebo Oral Tablet"
"NCT04582916","PET Imaging of Cyclooxygenase in Participants With Major Depressive Disorder (MDD)","Depression","Drug","11C-MCI"
"NCT05436379","Treatment, Emotion, and Neuromodulation of Depression (TREND) Study","Depression","Device","Theta Burst Stimulation"
"NCT00267943","Open-label Follow-up Trial of Fixed Dose Combination of Telmisartan + Hydrochlorothiazide in Hypertensive Patients","Hypertension","Drug","telmisartan 80 mg + hydrochlorothiazide 25 mg"
"NCT04708756","Collabree: An Intervention to Improve the Regularity of Medication Intake","Hypertension","Behavioral","Collabree Mobile Phone Application Medication Adherence Booster"
"NCT04874415","Behavioral Economics for Activity Motivation in Adolescents (BEAM)","Type 2 Diabetes","Behavioral","1RLW"
"NCT00777205","Improving Depression Management Through Peer Support","Depression","Behavioral","Telephone-based peer support"
"NCT03615885","Acute Cardio-metabolic Responses to Montmorency Tart Cherry Supplementation in Metabolic Syndrome Patients","Hypertension","Dietary Supplement","Montmorency Tart Cherry Juice"
"NCT00248768","Accelerated Transcranial Magnetic Stimulation (TMS) for Depression","Depression","Device","Transcranial magnetic Stimulator"
"NCT04874415","Behavioral Economics for Activity Motivation in Adolescents (BEAM)","Type 2 Diabetes","Behavioral","1RGW"
"NCT00433836","Effect of Valsartan Compared to Enalapril on Sitting Systolic Blood Pressure in Children With High Blood Pressure","Hypertension","Drug","Valsartan"
"NCT00961857","A Study to Demonstrate the Bioequivalence of Sitagliptin/Metformin Combination Tablets and Concomitant Administration of Sitagliptin and Metformin as Individual Tablets (0431A-048)","Type 2 Diabetes","Drug","sitagliptin phosphate (+) metformin hydrochloride"
"NCT04354350","Replication of the ONTARGET Antihypertensive Trial in Healthcare Claims Data","Hypertension","Drug","Ramipril"
"NCT02347436","Does Benign Prostatic Obstruction Cause Hypertension?","Hypertension","Procedure","24-hr ambulatory blood pressure measurement"
"NCT01501825","A Prospective, Comparative Study to Explore the Efficacy and Safety of the Five Channels Multiway Deep Transcranial Magnetic Stimulation (TMS) Device in Subjects With Major Depression Disorder (MDD)","Depression","Device","five channels Multiway deep Transcranial Magnetic Stimulation"
"NCT03617302","Inorganic Nitrate Supplementation on Cerebrovascular Aging and Arterial Stiffness Study","Hypertension","Drug","Experimental: Nitrate-containing"
"NCT00698789","Evaluate the Safety and Tolerability of INCB019602 When Administered With Metformin in Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","INCB019602"
"NCT03401489","PACESETTER: Program to Avoid Cerebrovascular Events Through Systematic Electronic Tracking and Tailoring of an Eminent Risk-factor","Hypertension","Device","PACESETTER"
"NCT02278224","Rumination Focused Cognitive Behavioral Therapy for Major Depression and Recurrent Depression","Depression","Behavioral","Group based rumination focused CBT"
"NCT05562921","Hypertension Management Using Remote Patient Monitoring","Hypertension","Behavioral","Controls-ususal care"
"NCT00280865","GLAD: Dose-Finding, Efficacy, and Safety of AZ 242 (Tesaglitazar) in Subjects With Type 2 Diabetes","Type 2 Diabetes","Drug","Pioglitazone"
"NCT01783574","Testosterone Antidepressant Augmentation in Women","Depression","Drug","Testosterone"
"NCT01043445","-Oleoyl Glycerol is a GPR119 Agonist and Signals GLP-1 Release in Humans.","Type 2 Diabetes","Dietary Supplement","GPR 119 agonist, 2-oleyl glycerol"
"NCT00622089","Open Label Safety & Pharmacodynamic Study 24Wk w/DIO-902 Combo w/Metformin & Atorvastatin in T2DM Patients","Type 2 Diabetes","Drug","DIO-902"
"NCT01342757","Magnetic Resonance Spectroscopy Imaging in Predicting Response to Vorinostat and Temozolomide in Patients With Recurrent or Progressive Glioblastoma","Depression","Procedure","magnetic resonance spectroscopic imaging"
"NCT01345435","Effects of Telemonitoring and Telemedicine Service for Type 2 Diabetes Care","Type 2 Diabetes","Procedure","Telemonitoring & Telemedicine"
"NCT02391870","The Staying Well Study: An Open Trial of Mindfulness-Based Cognitive Therapy for the Prevention of Perinatal Depression","Depression","Behavioral","MBCT-PD"
"NCT00592735","Effects of Medical and Surgical Weight Loss on Metabolism","Type 2 Diabetes","Procedure","laparoscopic gastric banding"
"NCT00157482","Ezetimibe and Simvastatin in Dyslipidemia of Diabetes","Type 2 Diabetes","Drug","Ezetimibe"
"NCT04485871","Targeting Risk Factors for Diabetes in Subjects With Normal Blood Cholesterol Using Omega-3 Fatty Acids","Type 2 Diabetes","Dietary Supplement","Omega-3 fatty acids"
"NCT00812994","Neurotrophic Factors and Depression","Depression","Drug","Placebo"
"NCT03211936","Pulmonary Evaluation With Ultrasound in Different Levels of PEEP","Hypertension","Device","Impedance tomography"
"NCT00847262","Trial Comparing Metabolic Effects of Telmisartan and Amlodipine on Hypertensive Patients With Obesity and Diabetes","Hypertension","Drug","Temisartan"
"NCT02895386","A Multicenter Study to Evaluate the ROX Coupler in Subjects With Hypertension","Hypertension","Device","ROX Coupler"
"NCT01191788","Building Recovery By Improving Goals, Habits, and Thoughts","Depression","Behavioral","Group Cognitive Behavioral Therapy"
"NCT00000522","Treatment of Mild Hypertension Study (TOMHS)","Hypertension","Drug","acebutolol"
"NCT03741608","B'More for a Peaceful Motherhood Hypertension Control Study","Hypertension","Behavioral","Home blood pressure measurement"
"NCT00127374","Mood and Behavior Changes Among Overweight Adolescent Females","Depression","Behavioral","Dietary and physical activity modifications"
"NCT03652870","Antidepressants Trial in Parkinson's Disease","Depression","Drug","Nortriptyline"
"NCT02234076","A Study on the Efficacy of Virtual Reality Exposure Therapy (VRET) for Survivors of Childhood Sexual Abuse and War Related Trauma","Depression","Behavioral","TAU"
"NCT02087540","Efficacy and Safety of Telmisartan/Rosuvastatin Co-administration in Hypertensive Patients With Hyperlipidemia","Hypertension","Drug","Telmisartan 80mg"
"NCT00843700","Women's Depression Treatment Study","Depression","Behavioral","Treatment as Usual"
